pk_localidade;cd_cep;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
6632;79020200;AVENIDA MATO GROSSO;1849;CENTRO;CAMPO GRANDE;MS;-20,4532531;-54,6026625
6633;89985000;RUA FRANCISCO ZANOTTO;620;CENTRO;PALMA SOLA;SC;-26,3475504;-53,2776017
6634;86600095;RUA MONTEIRO LOBATO;635;CENTRO;ROLANDIA;PR;-23,3135562;-51,3644267
6635;65320000;RUA PEDRO II NORTE;18;CENTRO;VITORINO FREIRE;MA;-4,2859547;-45,2552987
6637;30170124;RUA CURITIBA;778;CENTRO;BELO HORIZONTE;MG;-19,9193256;-43,9415541
11781;85604020;RUA GOVERNADOR PARIGOT DE SOUZA;266;CANGO;FRANCISCO BELTRAO;PR;-26,0663112;-53,0513622
6640;86460000;RUA 19 DE DEZEMBRO;23;CENTRO;ABATIA;PR;-23,3062006;-50,3131773
6641;59327000;AVENIDA MAJOR JOSE ANTAO;280;CENTRO;SAO FERNANDO;RN;-6,3790283;-37,1831609
6642;96445000;RUA CORREDOR DA MINA;SN;CENTRO;ACEGUA;RS;-31,8675402;-54,1631621
6643;52130000;AVENIDA BEBERIBE;;AGUA FRIA;RECIFE;PE;-8,0192829;-34,8940997
6644;95690000;RUA CONCEICAO;724;CENTRO;ROLANTE;RS;-29,6503275;-50,5801122
6645;59088310;RUA UMBELINO COELHO;140;NEOPOLIS;NATAL;RN;-5,8737154;-35,2047823
6646;59600000;SITIO ACEM ASSOCIACAO COMUNITARIA E ESPORTIVA DA MAISA;SN;ZONA RURAL;MOSSORO;RN;-5,1880361;-37,3441344
6647;75904220;RUA PIAUI;71;SETOR PAUSANES;RIO VERDE;GO;-17,7737434;-50,9185311
6648;59584000;ASSENTAMENTO CHICO MENDES;SN;SERRA VERDE;TOUROS;RN;-5,2022136;-35,4624198
6649;35162142;RUA TURMALINA;215;IGUACU;IPATINGA;MG;-19,4741444;-42,5467219
6650;13550000;RUA 6;891;CENTRO;ANALANDIA;SP;-22,1239103;-47,6597727
6651;35570000;AVENIDA HUMORISTA;136;ROSA MISTICA;FORMIGA;MG;-20,4649769;-45,4262714
6652;96770000;ESTRADA PICADA DA CRUZ;SN;INTERIOR;CERRO GRANDE DO SUL;RS;-30,5937532;-51,7509551
6653;65272000;RUA NENA DE ABREU;SN;CENTRO;SANTA LUZIA DO PARUA;MA;-2,5410405;-45,7748525
6654;11618050;ESTRADA DA PRAIA PRETA;702;BORACEIA;SAO SEBASTIAO;SP;-23,7718444;-45,716805
6655;61800000;RUA CAIO CID;1816;CENTRO;PACATUBA;CE;-3,9843611;-38,6161425
6657;16920000;RUA OZARIA JUNQUEIRA;691;CENTRO;CASTILHO;SP;-20,8718154;-51,4902387
6658;89810752;RUA MARIA FAVARETTO;150E;TREVO;CHAPECO;SC;-27,00629;-52,6418178
6659;01235000;RUA TRAIPU;114;PACAEMBU;SAO PAULO;SP;-23,5332286;-46,6628419
6660;87355000;RUA JABOTINGUERA;SN;CENTRO;JURANDA;PR;-24,4195058;-52,841238
6661;63190000;RUA PADRE CRISTIANO COELHO;284;CENTRO;SANTANA DO CARIRI;CE;-7,1882638;-39,7376748
6662;49220000;SEGUNDO TRAVESSAO;5;ZONA RURAL;ARAUA;SE;-11,2618286;-37,6204001
6663;29027080;RUA MANOEL ROZINDO;9;SAO PEDRO;VITORIA;ES;-20,2856898;-40,335766
6664;79730000;RUA MELVIN JONES;157;VILA INDUSTRIAL;GLORIA DE DOURADOS;MS;-22,4199634;-54,2296787
6665;89300000;RUA MUNICIPAL;136;RIO DOS BANHADOS;MAFRA;SC;-26,1117326;-49,8065079
6666;64400000;RUA MANOEL RIBEIRO DE CARVALHO;125;CAJUEIRO;AMARANTE;PI;-6,2391654;-42,8509576
6668;69908390;RUA FARROUPILHA;35;BOSQUE;RIO BRANCO;AC;-9,9626872;-67,8211646
6669;77940000;AVENIDA 31 DE MARCO;578;CENTRO;SITIO NOVO DO TOCANTINS;TO;-5,6032369;-47,6400471
6670;68230000;RUA RABELO MENDES;1448;CENTRO;ALMEIRIM;PA;-1,5271831;-52,5776309
6671;03584010;PRACA MAIACA;1;JARDIM BRASILIA;SAO PAULO;SP;-23,5532735;-46,4929894
6672;75180000;AVENIDA DOM BOSCO;777;CENTRO;SILVANIA;GO;-16,6660729;-48,6121309
6673;14795000;RUA WASHINGTON LUIZ;562;CENTRO;COLOMBIA;SP;-20,1772418;-48,6869209
6674;45435000;BARRA DE SERINHAEN;SN;SERINHAEN;ITUBERA;BA;-13,7360329;-39,1465637
6675;32370520;AVENIDA CINCO;346;CONJ AGUA BRANCA;CONTAGEM;MG;-19,9523586;-44,031622
6676;87703200;RUA PAULO GONCALVES REZENDE;740;PARQUE MORUMBI;PARANAVAI;PR;-23,0821226;-52,4622155
6677;77350000;AVENIDA ELOA TEIXEIRA;433;CENTRO;COMBINADO;TO;-12,7925257;-46,5379048
6678;68720000;VILA JUTAIGRANDE;;ZONA RURAL;SANTAREM NOVO;PA;-0,9313252;-47,3858725
6679;39240000;RUA ELOISINA RABELO;143;SAO JORGE;JOAQUIM FELICIO;MG;-17,7598898;-44,1628777
6680;18590000;RUA APOLINARIO ALVES;114;CENTRO;BOFETE;SP;-23,1014931;-48,2567231
6681;94950001;AVENIDA GENERAL FLORES DA CUNHA;4402;VILA BOM PRINCIPIO;CACHOEIRINHA;RS;-29,9321172;-51,0775719
6682;61900225;AVENIDA CARLOS JEREISSATI;860;CONJ JEREISSATI;MARACANAU;CE;-3,8776931;-38,6180254
6684;55900000;LOTEAMENTO PORTO DO SOL;18;PONTAS DE PEDRA;GOIANA;PE;-16,6281922;-49,3118744
6685;58184000;RUA ALMIZA ROSA;194;CENTRO;NOVA PALMEIRA;PB;-6,6788929;-36,4157002
6686;65390000;RUA BR 222;1;CENTRO;SANTA LUZIA;MA;-3,9691617;-45,6617856
6687;59588000;RUA LINDOLFO PEREIRA;60;CENTRO;PEDRA GRANDE;RN;-5,150274;-35,8763395
6688;65150000;RUA PRINCIPAL;SN;BOA VISTA;ROSARIO;MA;-2,9410162;-44,2494085
6689;15220000;RUA ANGELO PETRONINI;478;CENTRO;MENDONCA;SP;-21,1900316;-49,580999
6690;65365970;RUA DO COMERCIO;;CENTRO;ZE DOCA;MA;-3,2570654;-45,6499952
6691;55655000;RUA JOAO DE MOURA BORBA;120;CENTRO;CUMARU;PE;-8,0009144;-35,7020186
6692;63100060;RUA DOUTOR MIGUEL LIMA VERDE;555;CENTRO;CRATO;CE;-7,2339027;-39,4124097
6693;90020010;RUA DOS ANDRADAS;1560;CENTRO;PORTO ALEGRE;RS;-30,0294192;-51,2258768
6694;12120000;RUA BOM JESUS;235;CENTRO;TREMEMBE;SP;-22,9625973;-45,5494046
6695;45265970;PRACA DO MERCADO;SN;CENTRO;CAETANOS;BA;-14,3351992;-40,9178813
6696;57051600;AVENIDA SANTA RITA DE CASSIA;326;FAROL;MACEIO;AL;-9,6528106;-35,7299277
6697;26113411;RUA ITAIU;139;BAIRRO DAS GRACAS;BELFORD ROXO;RJ;-22,7590736;-43,3985058
6698;14040600;AVENIDA TEREZA PALMEIRA GALLON;152;JARDIM ITAU;RIBEIRAO PRETO;SP;-21,1803382;-47,8619195
6699;53240120;RUA MARIA TEREZA NOQUEIRA;56;BONSUCESSO;OLINDA;PE;-7,9907141;-34,8416216
6700;18114000;AVENIDA LUIZ DO PATROCINIO FERNANDES;591;VILA DOMINGUINHO;VOTORANTIM;SP;-23,5407462;-47,4383407
6701;37925000;RUA MODESTO CALDEIRA;131;CENTRO;PIUMHI;MG;-20,4697399;-45,9635451
6702;77555000;AVENIDA TREZE DE MAIO;SN;CENTRO;FATIMA;TO;-10,7606788;-48,9080175
6703;61656240;BR 20;SN;BOM PRINCIPIO;CAUCAIA;CE;-3,767301;-38,6301501
6704;57540000;SITIO GATO;SN;ZONA RURAL;MATA GRANDE;AL;-9,118768;-37,7425524
6705;68585000;TRECHO VAI PARA O CEU;SN;NOVA CANAA;NOVA IPIXUNA;PA;-4,9166754;-49,0811416
6706;38181156;AVENIDA NELCINA MARIA DE JESUS;95;DOMINGOS ZEMA;ARAXA;MG;-19,5788327;-46,936132
6707;99160000;RUA BELA VISTA;SN;CENTRO;GENTIL;RS;-28,4314866;-52,0374512
6708;58360000;SITIO CARIATA;SN;ZONA RURAL;ITABAIANA;PB;-7,3296633;-35,3330235
6709;36923000;AVENIDA SAO LUIZ GONZAGA;SN;CENTRO;LUISBURGO;MG;-20,4380456;-42,1021894
6710;99220970;RUA TOMAZ GONZAGA;906;CENTRO;DOIS LAJEADOS;RS;-28,978897;-51,8362903
6711;55370000;RUA DOUTOR MILTON AZEVEDO PAIVA;98;CENTRO;SAO BENTO DO UNA;PE;-8,5206144;-36,4466307
6712;29185000;AVENIDA LINHARES;1;PRAIA GRANDE;FUNDAO;ES;-19,9353912;-40,4067962
6713;86870000;LOCALIDADE ROMEOPOLIS CX POSTAL;8;ROMEOPOLIS;IVAIPORA;PR;-24,2444396;-51,6741201
6714;35900202;RUA JOSE HILARIO;SN;VILA PIEDADE;ITABIRA;MG;-19,6284156;-43,220858
6715;09726000;AVENIDA BARAO DE MAUA;50;CHACARA INGLESA;SAO BERNARDO DO CAMPO;SP;-23,6911701;-46,5606889
6716;38280000;FAZENDA SANTA ROSA FINAL AV ALEXANDRITA;SN;ZONA RURAL;ITURAMA;MG;-19,7334636;-50,192935
6717;39644000;VILA SAO JOAO;23423;AREA RURAL;FRANCISCO BADARO;MG;-16,992307;-42,3509192
6718;12701350;RUA CAPITAO NECO;841;CENTRO;CRUZEIRO;SP;-22,5737846;-44,9651797
6719;65110000;RUA GETULIO VARGAS;226;SAO RAIMUNDO;SAO JOSE DE RIBAMAR;MA;-2,5566914;-44,0700807
6720;37440000;RUA DOUTOR ENOUT;44;CENTRO;CAXAMBU;MG;-21,9770713;-44,933063
6721;63515000;SITIO LAGOA REDONDA;SN;ANTONICO;QUIXELO;CE;-6,2467677;-39,2014183
6722;76470000;FAZENDA MALDONADO;;ZONA RURAL;FORMOSO;GO;-13,6503427;-48,877987
6723;25550660;AVENIDA RIO D OURO;1520;COELHO DA ROCHA;SAO JOAO DE MERITI;RJ;-22,8038095;-43,3726548
6724;25665303;RUA SANTA RITA DE CASSIA;30;BAIRRO CASTRIOTO;PETROPOLIS;RJ;-22,5069549;-43,2164435
6725;39880000;AVENIDA SAO VICENTE;484;CENTRO;AGUAS FORMOSAS;MG;-17,0820621;-40,9341607
6726;88780000;ESTRADA GERAL;;ARROIO;IMBITUBA;SC;-28,1623346;-48,6776257
6727;65465000;AVENIDA DEPUTADO LISTER CALDAS;SN;CENTRO;CANTANHEDE;MA;-3,6472983;-44,3783967
6728;78615000;AVENIDA COUTO MAGALHAES;SN;CENTRO;ARAGUAINHA;MT;-16,8564766;-53,0297285
6729;36540000;RUA PIOXII;293;CENTRO;SENADOR FIRMINO;MG;-20,9138119;-43,0971787
6730;84010050;AVENIDA ERNESTO VILELA;209;NOVA RUSSIA;PONTA GROSSA;PR;-25,0891921;-50,1676691
6731;36081580;AVENIDA LUCIO BITTENCOURT;63;INDUSTRIAL;JUIZ DE FORA;MG;-21,7309605;-43,3923796
6733;66650020;AVENIDA SAO PEDRO;7;COQUEIRO;BELEM;PA;-1,3590094;-48,4396135
6734;49560000;RUA RIBEIROPOLIS;249;CENTRO;MOITA BONITA;SE;-10,577341;-37,3515489
6735;63560000;TRAVESSA HENRIQUE GURGEL NETO;60;CENTRO;ACOPIARA;CE;-6,0895114;-39,4483953
6736;13070057;RUA CELSO EGIDIO SOUSA SANTOS;431;JARDIM CHAPADAO;CAMPINAS;SP;-22,8828632;-47,0754801
6737;52090260;AVENIDA NORTE;7123;MACAXEIRA;RECIFE;PE;-8,0578381;-34,8828969
6738;68524000;AVENIDA RIO DE JANEIRO;23;CENTRO;ELDORADO DOS CARAJAS;PA;-6,1085617;-49,3465368
6739;86900000;RUA DOS PATRIOTAS;454;CENTRO;JANDAIA DO SUL;PR;-23,600949;-51,6436315
6740;63740000;RUA CAPITAO RODRIGO;71;CENTRO;NOVO ORIENTE;CE;-5,5339414;-40,7751443
6741;12490000;AVENIDA CONSELHEIRO RODRIGUES ALVES;147;CENTRO;SAO BENTO DO SAPUCAI;SP;-22,6864711;-45,7318714
6742;37706186;RUA SERRA LEOA;435;PARQUE DAS NACOES;POCOS DE CALDAS;MG;-21,8492149;-46,5646248
6743;16400660;RUA JOAO MOREIRA DA SILVA;845;REBOUCAS;LINS;SP;-21,6620419;-49,7590046
6744;29400000;RUA MARIA JOSEFINA DE RESENDE;SN;SERRA;MIMOSO DO SUL;ES;-21,0630898;-41,3706498
6745;02318070;RUA VICENTE MACHADO;36;JARDIM MARIO FONSECA;SAO PAULO;SP;-23,4506062;-46,5895482
6746;17830000;RUA CAROLINA VERONESE MORANDI;494;CENTRO;FLORIDA PAULISTA;SP;-21,6131815;-51,1729216
6747;92320690;RUA GRACILIANO RAMOS;43;HARMONIA;CANOAS;RS;-29,913081;-51,206344
6748;75640000;RUA 17;SN;SETOR POUSO ALTO;PIRACANJUBA;GO;-17,3050562;-49,0205285
6749;68480000;RUA HUGO CARLOS SABOIA;SN;CENTRO;PORTEL;PA;-1,9367497;-50,819861
6750;36190000;PRACA BIAS FORTES;179;CENTRO;MERCES;MG;-21,204073;-43,3403808
6751;13280000;RUA FORTALEZA;63;CENTRO;VINHEDO;SP;-23,0315683;-46,9775128
6752;03450000;AVENIDA ITAQUERA;204D;PARQUE MARIA LUIZA;SAO PAULO;SP;-23,557522;-46,519975
6753;07093090;RUA ANTONIO GOMES;135;VILA SANTO ANTONIO;GUARULHOS;SP;-23,4597722;-46,5379847
6754;73700000;FAZENDA VEREDAS II;;PADRE BERNARDO;PADRE BERNARDO;GO;-15,1609381;-48,2837403
6755;77365000;RUA 5;14;CENTRO;PALMEIROPOLIS;TO;-13,042426;-48,4073439
6756;79654000;RUA EDUARDO GALVAO;907;NUCLEO DO ARAPUA;TRES LAGOAS;MS;-20,7598465;-51,6950812
6757;89871000;RUA CONDE DEU;;CENTRO;SERRA ALTA;SC;-26,7262877;-53,0425928
6758;17340000;RUA DOMINGOS ALPONTI;117;JARDIM SAO CAETANO;BARRA BONITA;SP;-22,4981912;-48,5538111
6759;97195000;RUA FRANCISCO GUERINO;549;CENTRO;SILVEIRA MARTINS;RS;-29,6452937;-53,5849566
6760;29395000;RUA MANOEL LUIZ TRINDADE;69;BOA ESPERANCA;IBATIBA;ES;-20,2351644;-41,5090668
6761;27113050;RUA OVIDIO MELLO;191;SANTANA;BARRA DO PIRAI;RJ;-22,4650127;-43,8305571
6762;55400971;RUA DA RODAGEM;SN;SEDE;CATENDE;PE;-8,6676054;-35,7218694
6763;37710220;RUA PAULO PEREIRA ROCHA;245;JARDIM ITAMARATY II;POCOS DE CALDAS;MG;-21,8115561;-46,5014851
6764;28920080;RUA AMAZONAS;7;JARDIM PERO;CABO FRIO;RJ;-22,835708;-42,014626
6765;98440000;RUA ESTADOS UNIDOS;129;CENTRO;CAICARA;RS;-27,2737298;-53,4304479
6766;38700140;RUA DORES DO INDAIA;200;CENTRO;PATOS DE MINAS;MG;-18,590275;-46,5198509
6767;62370000;RUA OSCAR BESSA;188;CIDADE NOVA;SAO BENEDITO;CE;-4,0449071;-40,8651372
6768;35170012;RUA DOZE DE OUTUBRO;31;CENTRO;CORONEL FABRICIANO;MG;-19,523891;-42,6264959
6769;55755000;SITIO AREIA DE CHATINHA;SN;ZONA RURAL;CASINHAS;PE;-7,7412519;-35,7209567
6770;62540000;AVENIDA SAO FRANCISCO;269;CENTRO;AMONTADA;CE;-3,3657783;-39,8330033
6771;01250001;RUA ALMIRANTE PEREIRA GUIMARAES;247;PACAEMBU;SAO PAULO;SP;-23,5474242;-46,6712928
6772;65390000;RUA TRAVASSOS FURTADO;276;CENTRO;SANTA LUZIA;MA;-3,9617688;-45,6630342
6773;39230970;AVENIDA JK;1103;DERALDO ALVES;BUENOPOLIS;MG;-17,8739574;-44,1730214
6774;88780000;RUA 3 DE OUTUBRO;SN;CENTRO;IMBITUBA;SC;-28,2380354;-48,6696236
6775;35040430;RUA FREI ODORICO VIRGA;140;VILA RECREIO;GOVERNADOR VALADARES;MG;-18,8911246;-41,9693552
6776;73860000;AVENIDA GOIAS;;JARDIM PRIMAVERA;SAO DOMINGOS;GO;-13,3946601;-46,3264754
6777;68580000;LOCALIDADE VILA SAO JOSE DA ARAPAR;SN;JURUNAS;ITUPIRANGA;PA;-5,1347348;-49,327687
6778;97590000;DISTRITO RINCAO DOS MENEZES;SN;PRIMEIRO DISTRITO;ROSARIO DO SUL;RS;-30,2589889;-54,9153352
6779;04544150;RUA CORONEL JOAQUIM FERREIRA LOBO;203;VILA NOVA CONCEICAO;SAO PAULO;SP;-23,5932508;-46,6817036
6780;15600000;RUA ANTONIO BINATI ORATI;274;RESIDENCIAL PALMA MININEL;FERNANDOPOLIS;SP;-20,300795;-50,2430196
11790;36772000;CORONEL ANTONIO AUGUSTO DE SOUSA;422;VILA TEREZA;CATAGUASES;MG;-21,3922324;-42,694043
6781;97870000;RUA WALDEMAR RIBEIRO NUNES;6010;CENTRO;SANTO ANTONIO DAS MISSOES;RS;-28,5060107;-55,2214242
6782;29770000;RUA RODRIGUES DE MENEZES;131;CENTRO;MANTENOPOLIS;ES;-18,8639296;-41,1222823
6783;04844340;RUA CONRAD WERNE;97;JARDIM SAO BERNARDO;SAO PAULO;SP;-23,7512714;-46,6996879
6784;95800000;LOCALIDADE LINHA CORONEL BRITO;SN;BAIRRO;VENANCIO AIRES;RS;-29,6124941;-52,1726505
6785;58600000;RUA JOSE DIOMEDES DANTAS;141;SAO SEBASTIAO;SANTA LUZIA;PB;-6,8717978;-36,9213101
6786;14770000;AVENIDA DOUTOR MANOEL PALOMINO FERNANDES;567;CENTRO;COLINA;SP;-20,715811;-48,5371692
6787;59072710;RUA BELA VISTA;1138;CIDADE NOVA;NATAL;RN;-5,7699348;-35,2638561
6788;11990000;AVENIDA MILITAO MARTINS SIMOES;200;CARIJO;CANANEIA;SP;-25,0172058;-47,935675
6789;58200000;AVENIDA SABINIANO MAIA;1045;NOVO;GUARABIRA;PB;-6,8486282;-35,495341
6790;55028310;RUA DO MAR;125;SANTA ROSA;CARUARU;PE;-8,2953612;-35,9666906
6791;68470000;RODOVIA 422;;ESTRADA;OEIRAS DO PARA;PA;-2,0023944;-49,8456277
6792;78840000;RUA SAO SALVADOR;1396;CAMPO REAL II;CAMPO VERDE;MT;-15,5489375;-55,1749675
6793;85350000;RUA JOAQUIM PRUDENTE;54;CENTRO;NOVA LARANJEIRAS;PR;-25,3081403;-52,5360087
6794;58815000;RUA FRANCISCO MENDES;1;CENTRO;SAO JOSE DA LAGOA TAPADA;PB;-6,9413591;-38,1622538
6795;58411140;RUA MANOEL PAULINO;530;CATOLE;CAMPINA GRANDE;PB;-7,2545645;-35,8849724
6796;18325000;RUA ANA P DUARTE;201;CENTRO;BARRA DO CHAPEU;SP;-24,4709809;-49,0253258
6797;73800000;PRACA PEDRO CHAVES;139;CENTRO;FORMOSA;GO;-15,5419029;-47,3403063
6798;01035000;AVENIDA SAO JOAO;313;CENTRO;SAO PAULO;SP;-23,5438049;-46,6375918
6799;12010130;PRACA SANTA TEREZINHA;115;CENTRO;TAUBATE;SP;-23,0308716;-45,5607641
6800;68997000;RUA GERINO PORTO;SN;CENTRO;PORTO GRANDE;AP;0,7043865;-51,409554
6801;97110620;RUA DOUTOR DAVID RUBSTAIN;107;CAMOBI;SANTA MARIA;RS;-29,68725;-53,8154499
6802;35300020;RUA RAUL SOARES;206;CENTRO;CARATINGA;MG;-19,7889885;-42,1438575
6803;35169000;RUA JOAO EMILIANO;101;CENTRO;BRAUNAS;MG;-19,0576546;-42,7188384
6804;88390000;RUA NILA MARIA DA SILVA;219;NOVA ESPERANCA;BARRA VELHA;SC;-26,6331439;-48,6846608
6805;77500000;RUA GABRIEL JOSE DE ALMEIDA;SN;SETOR AEROPORTO;PORTO NACIONAL;TO;-10,7152583;-48,4048342
6806;50970400;RUA SOLDADO MARIO KOSEL FILHO;98;VARZEA;RECIFE;PE;-8,0346701;-34,9796918
6807;34800000;RUA MONSENHOR JOAO ALEXANDRE;1160;BONSUCESSO;CAETE;MG;-19,8934521;-43,6620857
6808;65700000;TRAVESSA 15 DE NOVEMBRO;SN;CENTRO;BACABAL;MA;-4,2296069;-44,7750238
6809;35473000;AVENIDA GOVERNADOR VALADARES;181;CENTRO;BELO VALE;MG;-20,4116712;-44,0229747
6810;79970000;AVENIDA TANCREDO DE ALMEIDA NEVES;500;CENTRO;ELDORADO;MS;-23,7879816;-54,2828556
6811;95793000;LINHA BOA ESPERANCA;SN;BOA ESPERANCA;MARATA;RS;-29,5519181;-51,5465539
6812;55612010;RUA NESTOR H DA ROCHA;SN;AGUA BOA;VITORIA DE SANTO ANTAO;PE;-8,119595;-35,3059149
6813;73310660;SETOR EDUCACIONAL;;PLANALTINA;BRASILIA;DF;-15,801519;-47,860297
6814;36750000;RUA PADRE THIAGO EUSSEN;SN;PARQUE DAS PALMEIRAS;PALMA;MG;-21,3752687;-42,3126878
6815;05118000;RUA ARTUR ORLANDO;907;VILA JAGUARA;SAO PAULO;SP;-23,5121271;-46,7490371
6816;59925000;SITIO BARRINHA;SN;ZONA RURAL;VENHA VER;RN;-6,3204907;-38,5165234
6817;72236401;QNP 34 CONJUNTO A;;CEILANDIA;BRASILIA;DF;-15,801519;-47,860297
6818;65293000;AVENIDA TANCREDO NEVES;SN;CENTRO;AMAPA DO MARANHAO;MA;-1,6747183;-46,0039971
6819;36420000;RUA CEREJEIRA;61;BELVEDERE;OURO BRANCO;MG;-20,5336295;-43,6880272
6820;09420000;AVENIDA SANTO ANDRE;110;CENTRO ALTO;RIBEIRAO PIRES;SP;-23,7128164;-46,4166658
6821;56780000;RUA MARIA PEREIRA AMORIM;1270;CENTRO;TABIRA;PE;-7,5888197;-37,5397752
6822;89300000;LOCALIDADE BELA VISTA DO SUL;SN;BELA VISTA SUL;MAFRA;SC;-26,1117326;-49,8065079
6823;45023490;RUA H;26;FELICIA;VITORIA DA CONQUISTA;BA;-14,8445725;-40,8700579
6824;84430000;LOCALIDADE VALINHOS ANTIGA RODOV;SN;ZONA RURAL;IMBITUVA;PR;-25,2293043;-50,6054136
6825;88010320;RUA VIDAL RAMOS;140;CENTRO;FLORIANOPOLIS;SC;-27,595433;-48,5506085
6826;59700000;RUA VEREADOR DOMINGOS FREIRE DE FREITAS;SN;BETEL;APODI;RN;-5,6624907;-37,7988308
6827;83430000;RODOVIA DO CAQUI;SN;ARACATUBA;CAMPINA GRANDE DO SUL;PR;-25,3296988;-49,0783115
6828;72241548;EQNP 13 BLOCO H;;CEILANDIA;BRASILIA;DF;-15,801519;-47,860297
6829;13318000;AVENIDA VEREADOR JOSE DONATO;625;JACARE;CABREUVA;SP;-23,2479819;-47,0537912
6830;56320470;RUA SANTA CATARINA;6;JOSE E MARIA;PETROLINA;PE;-9,3646844;-40,4978513
6831;85450000;AVENIDA HENRIQUE ZIBETTI;SN;CENTRO;CAMPO BONITO;PR;-25,0266317;-52,9917086
6832;95800000;LINHA RINCAO DE SOUZA;SN;NONO DISTRITO;VENANCIO AIRES;RS;-29,6148016;-52,1936768
6833;57250000;RUA SENADOR MAXIMO;54;CENTRO;CAMPO ALEGRE;AL;-9,7852676;-36,352529
6834;46800000;RUA LINHA;SN;FLORES;RUY BARBOSA;BA;-12,277696;-40,4993651
6835;67200000;AVENIDA FERNANDO GUILHON;4600;CENTRO;MARITUBA;PA;-1,3672624;-48,3280213
6836;87305270;RUA LEMOS DO PRADO;940;LAR PARANA;CAMPO MOURAO;PR;-24,0450726;-52,4094529
6837;37860000;RUA OLEGARIO MACIEL;136;CENTRO;NOVA RESENDE;MG;-21,1326309;-46,415908
6838;38950000;ESTRADA IBIA PRATINHA;;ZONA RURAL;IBIA;MG;-19,4878116;-46,5450499
6839;65269000;RUA UIRAPURU;267;CENTRO;SERRANO DO MARANHAO;MA;-1,8485706;-45,1231552
6840;87780000;RUA OLAVO BILAC;343;CENTRO;PARAISO DO NORTE;PR;-23,2794285;-52,6174525
6841;59280000;RUA ELOI DE SOUZA;60;B VERMELHO;MACAIBA;RN;-5,8521139;-35,3525815
6842;39480000;LOCALIDADE CAMPOS;SN;TEJUCO;JANUARIA;MG;-15,4954748;-44,3703077
6843;68830000;SITIO SIRIUBA;SN;ZONA RURAL;PONTA DE PEDRAS;PA;-1,3940657;-48,8713977
6844;83403390;RUA RIO XINGU;434;JARDIM ESMERALDA;COLOMBO;PR;-25,3465592;-49,2075151
6845;22755080;RUA HUGO REGIS DOS REIS;SN;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;-22,9990499;-43,4194782
6846;66060370;TRAVESSA NOVE DE JANEIRO;210;FATIMA;BELEM;PA;-1,4414638;-48,4762502
6847;85270000;RUA ESCRIVA EGLECI T G CAMPANINI;1222;CENTRO;PALMITAL;PR;-24,8818943;-52,2138197
6848;48180000;FAZENDA PEDROS AN;;PEDROS;ENTRE RIOS;BA;-11,9441553;-38,0841738
6849;98670000;RUA MAURICIO CARDOSO;40;CENTRO;HUMAITA;RS;-27,5672785;-53,9735927
6850;12081600;RUA EXPED ARMANDO DE MOURA;SN;TRES MARIAS;TAUBATE;SP;-23,0249228;-45,5353017
6851;60820030;RUA NOVA VIDA;65;JARDIM DAS OLIVEIRAS;FORTALEZA;CE;-3,7846092;-38,5091196
6852;16050400;AVENIDA JOAO ARRUDA BRASIL;1310;SAO JOAQUIM;ARACATUBA;SP;-21,2005054;-50,4439414
6853;63380000;RUA CRISANTINA MONTEIRO;36;JARDIM RAIMUNDO INACIO;BARRO;CE;-7,1817488;-38,7764498
6854;75840000;RUA 8;;BELA VISTA;SANTA RITA DO ARAGUAIA;GO;-17,3298809;-53,2029027
6855;68503280;RUA CUIABA;95;NOVO HORIZONTE;MARABA;PA;-5,3699668;-49,1169278
6856;88190000;AVENIDA BELA VISTA;76;CALHEIROS;GOVERNADOR CELSO RAMOS;SC;-27,3228026;-48,5652762
6857;57525000;RUA PRESIDENTE GETULIO VARGAS;264;LUIZ G DE CARVALHO;OURO BRANCO;AL;-9,1605075;-37,3597732
6858;48280000;LOTEAMENTO PRAIA DO DE IMBASSAI;SN;IMBASSAI;MATA DE SAO JOAO;BA;-12,5311228;-38,3012471
6859;59310000;RUA LARGO ANA DE SOUZA;164;CENTRO;SAO JOAO DO SABUGI;RN;-6,7142707;-37,2030102
6860;59925000;RUA MARIA JOSE DE QUEIROZ;11;CENTRO;VENHA VER;RN;-6,3204907;-38,5165234
6861;64965000;LOCALIDADE BATALHA;SN;ZONA RURAL;AVELINO LOPES;PI;-10,1349093;-43,9566998
6862;79965000;SITIO ASSENTAMENTO INDAIA;516;ZONA RURAL;ITAQUIRAI;MS;-23,4783365;-54,1874767
6863;64253000;RUA JOSE LINO;SN;CENTRO;MILTON BRANDAO;PI;-4,6855074;-41,4369646
6864;32145560;RUA QUIMICO DO MANDU;480;GUANABARA;CONTAGEM;MG;-19,9161508;-44,0808763
6865;99220970;RUA THOMAZ GONZAGA;514;CENTRO;DOIS LAJEADOS;RS;-28,9847455;-51,8367596
6866;65010230;RUA DAS FLORES;45;CENTRO;SAO LUIS;MA;-2,5437651;-44,2326318
6867;83260000;RUA GUARAPUAVA;122;BETARAS;MATINHOS;PR;-25,761166;-48,5080643
6868;16058187;RUA JOSE MADRID DE MARTINS;542;SAO RAFAEL;ARACATUBA;SP;-21,1665301;-50,4576937
6869;36205018;RUA MONSENHOR JOSE AUGUSTO;204;SAO JOSE;BARBACENA;MG;-21,2275348;-43,7680758
